,_id,case_enquiry_id,case_status,case_title,city_council_district,closed_dt,closure_reason,confirmed_violation,department,development_id,development_name,fire_district,geocoded_location,land_usage,latitude,location,location_street_name,location_zipcode,longitude,neighborhood,neighborhood_services_district,open_dt,police_district,precinct,property_id,property_type,pwd_district,queue,reason,source,subject,type,ward
114,53be4e3188045d2e0f400059,101000944978,Closed,Sidewalk Repair (Make Safe),5.0,2013-10-15T07:53:21,Case Closed Case Invalid The sidewalk at 11 Gordon is in good condition ,,PWDx,127,Malone,12.0,"{u'latitude': u'42.25605', u'needs_recoding': False, u'longitude': u'-71.125478'}",E,42.25605,11 Gordon Ave  Hyde Park  MA  02136,11 Gordon Ave,2136.0,-71.125478,Hyde Park,10.0,2013-10-11T08:34:26,E18,1812.0,156766.0,Address,08,PWDx_District 08: Hyde Park,Highway Maintenance,Self Service,Public Works Department,Sidewalk Repair (Make Safe),18
115,53be4e3288045d2e0f40005a,101000943773,Closed,Sidewalk Repair (Make Safe),6.0,2013-10-10T08:57:04,Case Closed Case Invalid 5300 washington is the bus stop wondering if this is correct address....side walk is maked out .by construction companys ....wanted to make sure there not talking about 5301 which is national grid cut  ,,PWDx,136,Rockland,12.0,"{u'latitude': u'42.25831', u'needs_recoding': False, u'longitude': u'-71.15986'}",E,42.25831,5300 Washington St  West Roxbury  MA  02132,5300 Washington St,2132.0,-71.15986,West Roxbury,12.0,2013-10-09T14:05:43,E5,2015.0,145709.0,Address,06,PWDx_District 06: West Roxbury and Roslindale,Highway Maintenance,Constituent Call,Public Works Department,Sidewalk Repair (Make Safe),Ward 20
116,53be4e3488045d2e0f40005b,101000942441,Closed,Unsatisfactory Living Conditions,3.0,2013-11-12T15:39:15,Case Closed : ,,ISD,189,Lower Mills (PBV),8.0,"{u'latitude': u'42.27294', u'needs_recoding': False, u'longitude': u'-71.06714'}",E,42.27294,2262 Dorchester Ave  Dorchester  MA  02124,2262 Dorchester Ave,2124.0,-71.06714,Dorchester,7.0,2013-10-08T10:09:50,C11,1713.0,225216.0,Address,07,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Unsatisfactory Living Conditions,Ward 17
117,53be4e3488045d2e0f40005b,101000942441,Closed,Unsatisfactory Living Conditions,3.0,2013-11-12T15:39:15,Case Closed : ,,ISD,189,Lower Mills (PBV),8.0,"{u'latitude': u'42.27294', u'needs_recoding': False, u'longitude': u'-71.06714'}",E,42.27294,2262 Dorchester Ave  Dorchester  MA  02124,2262 Dorchester Ave,2124.0,-71.06714,Dorchester,7.0,2013-10-08T10:09:50,C11,1713.0,225216.0,Address,07,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Unsatisfactory Living Conditions,Ward 17
118,53be4e3988045d2e0f40005c,101000939103,Closed,Maintenance Complaint - Residential,1.0,2013-11-06T15:04:50,Case Closed NOBASE: No Basis ,,ISD,8,Building 104,3.0,"{u'latitude': u'42.37654', u'needs_recoding': False, u'longitude': u'-71.051076'}",A,42.37654,104 First Ave  Charlestown  MA  02129,104 First Ave,2129.0,-71.051076,Charlestown,2.0,2013-10-02T14:46:03,A15,202.0,235760.0,Address,1A,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Maintenance Complaint - Residential,Ward 2
119,53be4e3988045d2e0f40005d,101000939099,Closed,Building Inspection Request,1.0,2013-10-02T14:45:09,Case Closed Case Invalid wrong path ,,ISD,8,Building 104,3.0,"{u'latitude': u'42.37654', u'needs_recoding': False, u'longitude': u'-71.051076'}",A,42.37654,104 First Ave  Charlestown  MA  02129,104 First Ave,2129.0,-71.051076,Charlestown,2.0,2013-10-02T14:44:21,A15,202.0,235760.0,Address,1A,ISD_Building (INTERNAL),Building,Constituent Call,Inspectional Services,Building Inspection Request,Ward 2
120,53be4e3988045d2e0f40005e,101000939095,Closed,Building Inspection Request,1.0,2013-10-02T14:43:01,Case Closed Case Invalid mistake ,,ISD,8,Building 104,3.0,"{u'latitude': u'42.37654', u'needs_recoding': False, u'longitude': u'-71.051076'}",A,42.37654,104 First Ave  Charlestown  MA  02129,104 First Ave,2129.0,-71.051076,Charlestown,2.0,2013-10-02T14:39:34,A15,202.0,235760.0,Address,1A,ISD_Building (INTERNAL),Building,Constituent Call,Inspectional Services,Building Inspection Request,Ward 2
121,53be4e3988045d2e0f40005f,101000939020,Closed,Maintenance Complaint - Residential,1.0,2013-10-02T14:36:05,Case Closed Case Invalid eform didn't generate ,,ISD,8,Building 104,3.0,"{u'latitude': u'42.37654', u'needs_recoding': False, u'longitude': u'-71.051076'}",A,42.37654,104 First Ave  Charlestown  MA  02129,104 First Ave,2129.0,-71.051076,Charlestown,2.0,2013-10-02T13:44:13,A15,202.0,235760.0,Address,1A,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Maintenance Complaint - Residential,Ward 2
122,53be4e3e88045d2e0f400060,101000935812,Open,Food Alert - Unconfirmed,1.0,,,,ISD,6,Bowdoin Manor,3.0,"{u'latitude': u'42.35991', u'needs_recoding': False, u'longitude': u'-71.063085'}",C,42.35991,37 Bowdoin St  Boston  MA  02114,37 Bowdoin St,2114.0,-71.063085,Beacon Hill,3.0,2013-09-27T12:51:03,A1,306.0,17611.0,Address,1B,ISD_Health (INTERNAL),Health,Constituent Call,Inspectional Services,Food Alert - Unconfirmed,Ward 3
123,53be4e3e88045d2e0f400061,101000935665,Closed,Unsatisfactory Living Conditions,4.0,2013-11-07T11:58:10,Case Closed NOVIO: No Violation Found/No Cause ,,ISD,160,Fessenden Street Apartments (Family),8.0,"{u'latitude': u'42.27887', u'needs_recoding': False, u'longitude': u'-71.09269'}",A,42.27887,15 Fessenden St  Mattapan  MA  02126,15 Fessenden St,2126.0,-71.09269,Greater Mattapan,9.0,2013-09-27T10:45:06,B3,1802.0,235055.0,Address,07,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Unsatisfactory Living Conditions,Ward 18
124,53be4e4a88045d2e0f400062,101000928385,Open,Unsatisfactory Living Conditions,9.0,,,,ISD,134,Patricia White,11.0,"{u'latitude': u'42.342525', u'needs_recoding': False, u'longitude': u'-71.141191'}",E,42.342525,20 Washington St  Brighton  MA  02135,20 Washington St,2135.0,-71.141191,Allston / Brighton,15.0,2013-09-16T18:34:10,D14,2112.0,329396.0,Address,04,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Unsatisfactory Living Conditions,Ward 21
125,53be4e5688045d2e0f400063,101000919543,Open,Unsatisfactory Living Conditions,7.0,,,,ISD,65,Crawford Street,9.0,"{u'latitude': u'42.31493', u'needs_recoding': False, u'longitude': u'-71.09147'}",E,42.31493,123 Crawford St  Dorchester  MA  02121,123 Crawford St,2121.0,-71.09147,Roxbury,13.0,2013-09-05T14:06:56,B2,1208.0,44065.0,Address,10B,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Unsatisfactory Living Conditions,Ward 12
126,53be4e5b88045d2e0f400064,101000916671,Closed,Unsatisfactory Living Conditions,4.0,2013-09-17T13:30:23,Case Closed : ,,ISD,22,Hearth at Olmsted Green,8.0,"{u'latitude': u'42.3594', u'needs_recoding': False, u'longitude': u'-71.0587'}", ,42.3594,2 Kingbird Rd  Dorchester  MA  02124,2 Kingbird Rd,2124.0,-71.0587,Dorchester,9.0,2013-09-03T10:24:53,B3,1411.0,342989.0,Address,07,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Unsatisfactory Living Conditions,14
127,53be4e5f88045d2e0f400065,101000915284,Open,Heat - Excessive  Insufficient,9.0,,,,ISD,144,91-95 Washington Street,11.0,"{u'latitude': u'42.344628', u'needs_recoding': False, u'longitude': u'-71.143841'}",E,42.344628,95 Washington St  Brighton  MA  02135,95 Washington St,2135.0,-71.143841,Allston / Brighton,15.0,2013-08-31T19:12:41,D14,2110.0,330130.0,Address,04,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Heat - Excessive  Insufficient,Ward 21
128,53be4e5f88045d2e0f400065,101000915284,Open,Heat - Excessive  Insufficient,9.0,,,,ISD,144,91-95 Washington Street,11.0,"{u'latitude': u'42.344628', u'needs_recoding': False, u'longitude': u'-71.143841'}",E,42.344628,95 Washington St  Brighton  MA  02135,95 Washington St,2135.0,-71.143841,Allston / Brighton,15.0,2013-08-31T19:12:41,D14,2110.0,330130.0,Address,04,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Heat - Excessive  Insufficient,Ward 21
129,53be4e6188045d2e0f400066,101000913983,Closed,Unsatisfactory Living Conditions,3.0,2013-09-03T12:38:07,Case Closed : ,,ISD,189,Lower Mills (PBV),8.0,"{u'latitude': u'42.27294', u'needs_recoding': False, u'longitude': u'-71.06714'}",E,42.27294,2262 Dorchester Ave  Dorchester  MA  02124,2262 Dorchester Ave,2124.0,-71.06714,Dorchester,7.0,2013-08-30T07:27:04,C11,1713.0,225356.0,Address,07,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Unsatisfactory Living Conditions,Ward 17
130,53be4e6188045d2e0f400066,101000913983,Closed,Unsatisfactory Living Conditions,3.0,2013-09-03T12:38:07,Case Closed : ,,ISD,189,Lower Mills (PBV),8.0,"{u'latitude': u'42.27294', u'needs_recoding': False, u'longitude': u'-71.06714'}",E,42.27294,2262 Dorchester Ave  Dorchester  MA  02124,2262 Dorchester Ave,2124.0,-71.06714,Dorchester,7.0,2013-08-30T07:27:04,C11,1713.0,225356.0,Address,07,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Unsatisfactory Living Conditions,Ward 17
131,53be4e6b88045d2e0f400067,101000906843,Closed,Rodent Activity,9.0,2013-08-26T15:58:07,Case Closed VIOCOR: Violation Corrected ,Y,ISD,219,Ashford Street Lodging,11.0,"{u'latitude': u'42.35476', u'needs_recoding': False, u'longitude': u'-71.1273'}",A,42.35476,42 Ashford St  Allston  MA  02134,42 Ashford St,2134.0,-71.1273,Allston / Brighton,15.0,2013-08-21T06:47:43,D14,2104.0,179743.0,Address,04,ISD_Environmental Services (INTERNAL),Environmental Services,Constituent Call,Inspectional Services,Rodent Activity,Ward 21
132,53be4e6d88045d2e0f400068,101000906095,Closed,Rodent Activity,2.0,2013-08-22T15:23:47,Case Closed VIOCOR: Violation Corrected ,Y,ISD,98,Bellflower,6.0,"{u'latitude': u'42.32425', u'needs_recoding': False, u'longitude': u'-71.05887'}",E,42.32425,24 Bellflower St  Dorchester  MA  02125,24 Bellflower St,2125.0,-71.05887,Dorchester,5.0,2013-08-20T09:47:45,C6,708.0,14016.0,Address,03,ISD_Environmental Services (INTERNAL),Environmental Services,Self Service,Inspectional Services,Rodent Activity,Ward 7
133,53be4e6d88045d2e0f400069,101000905589,Closed,Rodent Activity,2.0,2013-08-21T10:17:33,Case Closed VIOCOR: Violation Corrected ,Y,ISD,98,Bellflower,6.0,"{u'latitude': u'42.32425', u'needs_recoding': False, u'longitude': u'-71.05887'}",E,42.32425,24 Bellflower St  Dorchester  MA  02125,24 Bellflower St,2125.0,-71.05887,Dorchester,5.0,2013-08-19T17:38:31,C6,708.0,186872.0,Address,03,ISD_Environmental Services (INTERNAL),Environmental Services,Constituent Call,Inspectional Services,Rodent Activity,Ward 7
134,53be4e6d88045d2e0f40006a,101000905497,Closed,Rodent Activity,2.0,2013-08-21T10:15:29,Case Closed VIOCOR: Violation Corrected ,Y,ISD,98,Bellflower,6.0,"{u'latitude': u'42.32425', u'needs_recoding': False, u'longitude': u'-71.05887'}",E,42.32425,24 Bellflower St  Dorchester  MA  02125,24 Bellflower St,2125.0,-71.05887,Dorchester,5.0,2013-08-19T15:51:06,C6,708.0,14016.0,Address,03,ISD_Environmental Services (INTERNAL),Environmental Services,Constituent Call,Inspectional Services,Rodent Activity,Ward 7
135,53be4e6f88045d2e0f40006b,101000904584,Closed,Improper Storage of Trash (Barrels),1.0,2013-08-20T09:44:01,Case Closed NOVIO: No Violation Found/No Cause ,,ISD,44,The Greenway/Maverick,1.0,"{u'latitude': u'42.369548', u'needs_recoding': False, u'longitude': u'-71.0372'}",R2,42.369548,172 Maverick St  East Boston  MA  02128,172 Maverick St,2128.0,-71.0372,East Boston,1.0,2013-08-19T08:01:06,A7,103.0,167513.0,Address,09,ISD_Code Enforcement (INTERNAL),Code Enforcement,Constituent Call,Inspectional Services,Improper Storage of Trash (Barrels),Ward 1
136,53be4e7188045d2e0f40006c,101000903025,Closed,Improper Storage of Trash (Barrels),1.0,2013-08-20T08:05:10,Case Closed NOVIO: No Violation Found/No Cause ,,ISD,44,The Greenway/Maverick,1.0,"{u'latitude': u'42.369548', u'needs_recoding': False, u'longitude': u'-71.0372'}",R2,42.369548,172 Maverick St  East Boston  MA  02128,172 Maverick St,2128.0,-71.0372,East Boston,1.0,2013-08-16T07:27:29,A7,103.0,167513.0,Address,09,ISD_Code Enforcement (INTERNAL),Code Enforcement,Constituent Call,Inspectional Services,Improper Storage of Trash (Barrels),Ward 1
137,53be4e7688045d2e0f40006d,101000899864,Closed,Unsatisfactory Living Conditions,4.0,2013-09-11T14:06:32,Case Closed : ,,ISD,104,Codman,8.0,"{u'latitude': u'42.28424', u'needs_recoding': False, u'longitude': u'-71.07095'}",E,42.28424,784 Washington St  Dorchester  MA  02124,784 Washington St,2124.0,-71.07095,Dorchester,8.0,2013-08-12T15:50:59,C11,1709.0,332713.0,Address,07,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Unsatisfactory Living Conditions,Ward 17
138,53be4e7688045d2e0f40006e,101000899184,Closed,Improper Storage of Trash (Barrels),1.0,2013-08-13T15:14:23,Case Closed NOBASE: No Basis ,,ISD,44,The Greenway/Maverick,1.0,"{u'latitude': u'42.36953', u'needs_recoding': False, u'longitude': u'-71.03721'}",R2,42.36953,170-172 Maverick St  East Boston  MA  02128,170-172 Maverick St,2128.0,-71.03721,East Boston,1.0,2013-08-12T08:41:51,A7,103.0,92965.0,Address,09,ISD_Code Enforcement (INTERNAL),Code Enforcement,Constituent Call,Inspectional Services,Improper Storage of Trash (Barrels),Ward 1
139,53be4e8488045d2e0f40006f,101000889650,Closed,Sidewalk Repair (Make Safe),5.0,2013-07-30T14:54:30,Case Closed Case Resolved sidewalk made safe by useing hot patch ,,PWDx,94,Archdale,12.0,"{u'latitude': u'42.29234', u'needs_recoding': False, u'longitude': u'-71.11949'}",E,42.29234,120 Brookway Rd  Roslindale  MA  02131,120 Brookway Rd,2131.0,-71.11949,Roslindale,10.0,2013-07-29T18:22:04,E5,1911.0,174516.0,Address,02,PWDx_District 02: Jamaica Plain,Highway Maintenance,Citizens Connect App,Public Works Department,Sidewalk Repair (Make Safe),Ward 19
140,53be4e8788045d2e0f400070,101000888005,Open,Bed Bugs,7.0,,,,ISD,154,Walnut Park,9.0,"{u'latitude': u'42.31532', u'needs_recoding': False, u'longitude': u'-71.0972'}",E,42.31532,1990 Columbus Ave  Roxbury  MA  02119,1990 Columbus Ave,2119.0,-71.0972,Roxbury,11.0,2013-07-26T13:39:00,E13,1105.0,211592.0,Address,10B,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Bed Bugs,Ward 11
141,53be4e8988045d2e0f400071,101000886642,Closed,Rodent Activity,3.0,2013-10-04T10:00:08,Case Closed VIOCOR: Violation Corrected ,Y,ISD,87,Tuttle House,7.0,"{u'latitude': u'42.31295', u'needs_recoding': False, u'longitude': u'-71.05357'}",A,42.31295,35 Tuttle St  Dorchester  MA  02125,35 Tuttle St,2125.0,-71.05357,Dorchester,7.0,2013-07-24T16:15:20,C11,1310.0,138725.0,Address,03,ISD_Environmental Services (INTERNAL),Environmental Services,Constituent Call,Inspectional Services,Rodent Activity,Ward 13
142,53be4e9088045d2e0f400072,101000882067,Open,Maintenance Complaint - Residential,4.0,,,,ISD,104,Codman,8.0,"{u'latitude': u'42.28424', u'needs_recoding': False, u'longitude': u'-71.07095'}",E,42.28424,784 Washington St  Dorchester  MA  02124,784 Washington St,2124.0,-71.07095,Dorchester,8.0,2013-07-18T09:58:41,C11,1709.0,332665.0,Address,07,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Maintenance Complaint - Residential,Ward 17
143,53be4e9288045d2e0f400073,101000880379,Closed,Bed Bugs,3.0,2013-12-12T15:03:34,Case Closed CORR: Corrected ,,ISD,87,Tuttle House,7.0,"{u'latitude': u'42.31295', u'needs_recoding': False, u'longitude': u'-71.05357'}",A,42.31295,35 Tuttle St  Dorchester  MA  02125,35 Tuttle St,2125.0,-71.05357,Dorchester,7.0,2013-07-16T11:46:35,C11,1310.0,323453.0,Address,03,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Bed Bugs,Ward 13
144,53be4e9a88045d2e0f400074,101000875605,Closed,Unsatisfactory Living Conditions,2.0,2013-07-17T10:18:33,Case Closed : ,,ISD,130,Msgr Powers,6.0,"{u'latitude': u'42.33354', u'needs_recoding': False, u'longitude': u'-71.03489'}",E,42.33354,120 L St  South Boston  MA  02127,120 L St,2127.0,-71.03489,South Boston / South Boston Waterfront,5.0,2013-07-09T10:27:30,C6,606.0,262005.0,Address,05,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Unsatisfactory Living Conditions,Ward 6
145,53be4ea488045d2e0f400075,101000868950,Closed,Bed Bugs,6.0,2013-06-28T09:47:01,Case Closed ADCLSD: Administratively Closed ,,ISD,19,Green Street,9.0,"{u'latitude': u'42.31174', u'needs_recoding': False, u'longitude': u'-71.10938'}",E,42.31174,82 Green St  Jamaica Plain  MA  02130,82 Green St,2130.0,-71.10938,Jamaica Plain,11.0,2013-06-27T14:25:43,E13,1906.0,243384.0,Address,02,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Bed Bugs,Ward 19
146,53be4ea488045d2e0f400076,101000868535,Closed,Unsatisfactory Living Conditions,7.0,2014-04-08T08:44:49,Case Closed VIOCOR: Violation Corrected ,Y,ISD,154,Walnut Park,9.0,"{u'latitude': u'42.31532', u'needs_recoding': False, u'longitude': u'-71.0972'}",E,42.31532,1990 Columbus Ave  Roxbury  MA  02119,1990 Columbus Ave,2119.0,-71.0972,Roxbury,11.0,2013-06-27T09:04:25,E13,1105.0,211592.0,Address,10B,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Unsatisfactory Living Conditions,Ward 11
147,53be4eb288045d2e0f400077,101000859309,Closed,Illegal Occupancy,4.0,2014-06-02T09:28:33,Case Closed NOBASE: No Basis ,,ISD,114,Franklin Field Family - State,8.0,"{u'latitude': u'42.3594', u'needs_recoding': False, u'longitude': u'-71.0587'}", ,42.3594,91 Ames St  Dorchester  MA  02124,91 Ames St,2124.0,-71.0587,Greater Mattapan,9.0,2013-06-13T12:01:53,B3,1410.0,350427.0,Address,07,ISD_Building (INTERNAL),Building,Constituent Call,Inspectional Services,Illegal Occupancy,14
148,53be4eb288045d2e0f400077,101000859309,Closed,Illegal Occupancy,4.0,2014-06-02T09:28:33,Case Closed NOBASE: No Basis ,,ISD,114,Franklin Field Family - State,8.0,"{u'latitude': u'42.3594', u'needs_recoding': False, u'longitude': u'-71.0587'}", ,42.3594,91 Ames St  Dorchester  MA  02124,91 Ames St,2124.0,-71.0587,Greater Mattapan,9.0,2013-06-13T12:01:53,B3,1410.0,350427.0,Address,07,ISD_Building (INTERNAL),Building,Constituent Call,Inspectional Services,Illegal Occupancy,14
149,53be4eb288045d2e0f400077,101000859309,Closed,Illegal Occupancy,4.0,2014-06-02T09:28:33,Case Closed NOBASE: No Basis ,,ISD,114,Franklin Field Family - State,8.0,"{u'latitude': u'42.3594', u'needs_recoding': False, u'longitude': u'-71.0587'}", ,42.3594,91 Ames St  Dorchester  MA  02124,91 Ames St,2124.0,-71.0587,Greater Mattapan,9.0,2013-06-13T12:01:53,B3,1410.0,350427.0,Address,07,ISD_Building (INTERNAL),Building,Constituent Call,Inspectional Services,Illegal Occupancy,14
150,53be4eb588045d2e0f400078,101000857548,Open,Unsatisfactory Utilities - Electrical  Plumbing,7.0,,,,ISD,74,Huntington House,9.0,"{u'latitude': u'42.341601', u'needs_recoding': False, u'longitude': u'-71.085883'}",I,42.341601,270 Huntington Ave  Boston  MA  02115,270 Huntington Ave,2115.0,-71.085883,Fenway / Kenmore / Audubon Circle / Longwood,13.0,2013-06-11T11:00:30,D4,408.0,76345.0,Address,10A,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Unsatisfactory Utilities - Electrical  Plumbing,Ward 4
151,53be4eb588045d2e0f400078,101000857548,Open,Unsatisfactory Utilities - Electrical  Plumbing,7.0,,,,ISD,74,Huntington House,9.0,"{u'latitude': u'42.341601', u'needs_recoding': False, u'longitude': u'-71.085883'}",I,42.341601,270 Huntington Ave  Boston  MA  02115,270 Huntington Ave,2115.0,-71.085883,Fenway / Kenmore / Audubon Circle / Longwood,13.0,2013-06-11T11:00:30,D4,408.0,76345.0,Address,10A,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Unsatisfactory Utilities - Electrical  Plumbing,Ward 4
152,53be4eb588045d2e0f400079,101000857164,Open,Heat - Excessive  Insufficient,3.0,,,,ISD,189,Lower Mills (PBV),8.0,"{u'latitude': u'42.272929', u'needs_recoding': False, u'longitude': u'-71.067139'}",E,42.272929,2262 Dorchester Ave  Dorchester  MA  02124,2262 Dorchester Ave,2124.0,-71.067139,Dorchester,7.0,2013-06-10T22:27:28,C11,1713.0,157249.0,Address,07,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Heat - Excessive  Insufficient,Ward 17
153,53be4eb588045d2e0f400079,101000857164,Open,Heat - Excessive  Insufficient,3.0,,,,ISD,189,Lower Mills (PBV),8.0,"{u'latitude': u'42.272929', u'needs_recoding': False, u'longitude': u'-71.067139'}",E,42.272929,2262 Dorchester Ave  Dorchester  MA  02124,2262 Dorchester Ave,2124.0,-71.067139,Dorchester,7.0,2013-06-10T22:27:28,C11,1713.0,157249.0,Address,07,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Heat - Excessive  Insufficient,Ward 17
154,53be4ebb88045d2e0f40007a,101000853098,Closed,Bed Bugs,1.0,2013-06-14T14:00:15,Case Closed : ,,ISD,6,Bowdoin Manor,3.0,"{u'latitude': u'42.359777', u'needs_recoding': False, u'longitude': u'-71.063071'}",E,42.359777,41 Bowdoin St  Boston  MA  02114,41 Bowdoin St,2114.0,-71.063071,Beacon Hill,3.0,2013-06-04T15:19:27,A1,306.0,191995.0,Address,1B,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Bed Bugs,Ward 3
155,53be4ebe88045d2e0f40007b,101000850956,Open,Unsatisfactory Living Conditions,4.0,,,,ISD,43,The Foley,8.0,"{u'latitude': u'42.272989', u'needs_recoding': False, u'longitude': u'-71.081669'}",EA,42.272989,249 River St  Mattapan  MA  02126,249 River St,2126.0,-71.081669,Mattapan,9.0,2013-06-01T20:02:53,B3,1801.0,116565.0,Address,07,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Unsatisfactory Living Conditions,18
156,53be4ebe88045d2e0f40007c,101000850841,Open,Heat - Excessive  Insufficient,9.0,,,,ISD,7,Brighton-Allston Apartments,11.0,"{u'latitude': u'42.34909', u'needs_recoding': False, u'longitude': u'-71.161039'}",A,42.34909,501 Washington St  Brighton  MA  02135,501 Washington St,2135.0,-71.161039,Allston / Brighton,15.0,2013-06-01T14:18:10,D14,2210.0,329864.0,Address,04,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Heat - Excessive  Insufficient,Ward 22
157,53be4ec488045d2e0f40007d,101000846358,Open,Mice Infestation - Residential,9.0,,,,ISD,134,Patricia White,11.0,"{u'latitude': u'42.342525', u'needs_recoding': False, u'longitude': u'-71.141191'}",E,42.342525,20 Washington St  Brighton  MA  02135,20 Washington St,2135.0,-71.141191,Allston / Brighton,15.0,2013-05-24T13:50:59,D14,2112.0,329242.0,Address,04,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Mice Infestation - Residential,Ward 21
158,53be4ecd88045d2e0f40007e,101000840249,Closed,Illegal Rooming House,7.0,2013-08-01T09:30:02,Case Closed ROA: Refer to Other Agency/Division ,,ISD,207,Walnut House (PBV),9.0,"{u'latitude': u'42.31887', u'needs_recoding': False, u'longitude': u'-71.09101'}",A,42.31887,237 Walnut Ave  Roxbury  MA  02119,237 Walnut Ave,2119.0,-71.09101,Roxbury,13.0,2013-05-15T15:29:05,B2,1103.0,141914.0,Address,10B,ISD_Building (INTERNAL),Building,Constituent Call,Inspectional Services,Illegal Rooming House,Ward 11
159,53be4ecd88045d2e0f40007e,101000840249,Closed,Illegal Rooming House,7.0,2013-08-01T09:30:02,Case Closed ROA: Refer to Other Agency/Division ,,ISD,207,Walnut House (PBV),9.0,"{u'latitude': u'42.31887', u'needs_recoding': False, u'longitude': u'-71.09101'}",A,42.31887,237 Walnut Ave  Roxbury  MA  02119,237 Walnut Ave,2119.0,-71.09101,Roxbury,13.0,2013-05-15T15:29:05,B2,1103.0,141914.0,Address,10B,ISD_Building (INTERNAL),Building,Constituent Call,Inspectional Services,Illegal Rooming House,Ward 11
160,53be4ecf88045d2e0f40007f,101000839092,Closed,Sidewalk Repair/Concrete/C-Town,1.0,2013-08-28T14:54:40,Case Closed Case Resolved Sidewalk repaired 08/2013    Michael Somers  Senior Civil Engineer  Construction Management Division  Boston Public Works  617-635-3831  Michael.Somers@CityofBoston.gov ,,PWDx,117,General Warren,3.0,"{u'latitude': u'42.37366', u'needs_recoding': False, u'longitude': u'-71.06507'}",E,42.37366,114 Rutherford Ave  Charlestown  MA  02129,114 Rutherford Ave,2129.0,-71.06507,Charlestown,2.0,2013-05-14T10:01:54,A15,201.0,174251.0,Address,1A,PWDx_Sidewalk Repair,Highway Maintenance,City Worker App,Public Works Department,Sidewalk Repair (Make Safe),Ward 2
161,53be4ed388045d2e0f400080,101000835755,Open,Unsatisfactory Living Conditions,1.0,,,,ISD,96,Ausonia,3.0,"{u'latitude': u'42.3632', u'needs_recoding': False, u'longitude': u'-71.05201'}",E,42.3632,185 Fulton St  Boston  MA  02109,185 Fulton St,2109.0,-71.05201,Downtown / Financial District,3.0,2013-05-08T10:41:06,A1,301.0,174298.0,Address,1B,ISD_Housing (INTERNAL),Housing,Constituent Call,Inspectional Services,Unsatisfactory Living Conditions,Ward 3
162,53be4ed888045d2e0f400081,101000832338,Open,Unsafe/Dangerous Conditions,9.0,,,,ISD,219,Ashford Street Lodging,11.0,"{u'latitude': u'42.35475', u'needs_recoding': False, u'longitude': u'-71.12737'}",A,42.35475,40-42 Ashford St  Allston  MA  02134,40-42 Ashford St,2134.0,-71.12737,Allston / Brighton,15.0,2013-05-02T11:36:18,D14,2104.0,5136.0,Address,04,ISD_Building (INTERNAL),Building,Constituent Call,Inspectional Services,Unsafe Dangerous Conditions,Ward 21
163,53be4edd88045d2e0f400082,101000828115,Closed,Unsafe/Dangerous Conditions,4.0,2014-05-01T15:27:08,Case Closed PERMIS: Permit Issued ,,ISD,160,Fessenden Street Apartments (Family),8.0,"{u'latitude': u'42.279', u'needs_recoding': False, u'longitude': u'-71.09286'}",A,42.279,5 Fessenden St  Mattapan  MA  02126,5 Fessenden St,2126.0,-71.09286,Greater Mattapan,9.0,2013-04-25T19:01:48,B3,1802.0,235102.0,Address,07,ISD_Building (INTERNAL),Building,Constituent Call,Inspectional Services,Unsafe Dangerous Conditions,Ward 18
